	TCGA-E9-A1RD-11A-33R-A156-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A18U-11A-23R-A12C-13	TCGA-BH-A18P-11A-43R-A12C-13	TCGA-BH-A0DV-11A-22R-A12O-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-E9-A1N6-11A-32R-A143-13	TCGA-BH-A0BS-11A-11R-A12O-13	TCGA-BH-A18Q-11A-34R-A12C-13	TCGA-E9-A1R7-11A-42R-A14L-13	TCGA-BH-A1FH-11B-42R-A13P-13	TCGA-E2-A1IG-11A-22R-A143-13	TCGA-BH-A18M-11A-33R-A12C-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A1FJ-11B-42R-A13P-13	TCGA-BH-A0B7-11A-34R-A114-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0B5-11A-23R-A12O-13	TCGA-BH-A1FM-11B-23R-A13P-13	TCGA-E9-A1NF-11A-73R-A14C-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-BH-A0BQ-11A-33R-A114-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A1FN-11A-34R-A13P-13	TCGA-E2-A15K-11A-13R-A12O-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-E2-A1L7-11A-33R-A143-13	TCGA-BH-A18R-11A-42R-A12C-13	TCGA-BH-A0BZ-11A-61R-A12O-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-E2-A158-11A-22R-A12C-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0DG-11A-43R-A12O-13	TCGA-BH-A1FE-11B-14R-A13P-13	TCGA-E9-A1RH-11A-34R-A168-13	TCGA-BH-A0C3-11A-23R-A12O-13	TCGA-AC-A2FM-11B-32R-A19V-13	TCGA-GI-A2C9-11A-22R-A21U-13	TCGA-BH-A204-11A-53R-A156-13	TCGA-BH-A203-11A-42R-A168-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A1FB-11A-33R-A13P-13	TCGA-BH-A1EO-11A-31R-A136-13	TCGA-E9-A1RI-11A-41R-A168-13	TCGA-BH-A0DT-11A-12R-A12C-13	TCGA-A7-A13G-11A-51R-A13P-13	TCGA-BH-A209-11A-42R-A156-13	TCGA-BH-A1EV-11A-24R-A136-13	TCGA-E9-A1NA-11A-33R-A143-13	TCGA-A7-A13E-11A-61R-A12O-13	TCGA-E9-A1RC-11A-33R-A156-13	TCGA-A7-A13F-11A-42R-A12O-13	TCGA-BH-A1F2-11A-32R-A13P-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A1F0-11B-23R-A136-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-AC-A23H-11A-12R-A156-13	TCGA-BH-A1EU-11A-23R-A136-13	TCGA-BH-A18J-11A-31R-A12C-13	TCGA-BH-A208-11A-51R-A156-13	TCGA-BH-A1F6-11B-94R-A13P-13	TCGA-E2-A1LS-11A-32R-A156-13	TCGA-E9-A1NG-11A-52R-A14L-13	TCGA-BH-A0HA-11A-31R-A12O-13	TCGA-E2-A1BC-11A-32R-A12O-13	TCGA-E2-A1LB-11A-22R-A143-13	TCGA-E2-A153-11A-31R-A12C-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-E9-A1RB-11A-33R-A156-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A1EN-11A-23R-A13P-13	TCGA-E2-A1LH-11A-22R-A14C-13	TCGA-BH-A1FR-11B-42R-A13P-13	TCGA-BH-A0DD-11A-23R-A12O-13	TCGA-BH-A1F8-11B-21R-A13P-13	TCGA-BH-A0BW-11A-12R-A114-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A1EW-11B-33R-A136-13	TCGA-BH-A18N-11A-43R-A12C-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-E9-A1RF-11A-32R-A156-13	TCGA-BH-A18K-11A-13R-A12C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A0AU-11A-11R-A12O-13	TCGA-BH-A0DO-11A-22R-A12C-13	TCGA-BH-A0AZ-11A-22R-A12O-13	TCGA-BH-A1ET-11B-23R-A136-13	TCGA-E9-A1ND-11A-43R-A143-13	TCGA-AC-A2FB-11A-13R-A17A-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DL-11A-13R-A114-13	TCGA-E9-A1N9-11A-71R-A14C-13	TCGA-E2-A15M-11A-22R-A12C-13	TCGA-E2-A15I-11A-32R-A136-13	TCGA-BH-A18S-11A-43R-A12C-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-BH-A0H5-11A-62R-A114-13
hsa-miR-299-3p	NA	0.480411	NA	0.993622	NA	NA	0.474877	0.694542	0.5178	NA	0.526257	1.770915	2.182462	1.776085	0.256209	NA	3.9033	NA	NA	0.798548	0.956641	NA	0.850881	0.431996	2.32621	NA	0.70602	0.544137	1.805065	NA	0.395386	0.349233	0.762487	0.691785	NA	1.760708	0.935429	1.156601	2.106765	2.983592	0.444872	NA	0.801501	1.51201	1.779191	0.316131	NA	2.792742	0.473347	0.95625	0.746154	NA	NA	0.347118	0.459206	0.3958	0.738536	0.741183	0.586293	3.838464	0.405799	0.529521	0.575249	2.276836	2.062686	NA	0.396348	NA	0.91588	1.416444	2.282224	0.429038	1.53608	0.100551	0.553037	NA	NA	3.729509	1.666328	1.351156	2.220505	0.65362	0.87634	NA	1.725553	0.357542	2.080218	NA	0.291211	1.195714	0.924298	1.239619	NA	0.19746	0.30351	0.395909	1.729376	1.06359	0.504086	0.352226	0.945214	NA	1.41206
hsa-miR-301a-3p	1.723495	1.441232	6.180147	2.484053	3.497523	4.377838	2.659311	2.430897	1.553402	4.051514	1.052514	2.125098	3.429584	2.486519	2.818299	2.553615	3.51297	NA	6.06682	6.388384	7.174812	9.672095	4.254403	2.591979	4.187178	2.937224	2.824079	5.441372	5.415194	3.358043	2.372319	1.047699	7.243629	1.383571	1.625497	3.814867	1.870859	2.313203	NA	1.256249	3.336537	0.933673	1.603001	2.646018	2.033361	5.374232	5.438359	1.861828	3.786777	5.843753	1.243588	3.545063	3.749992	15.446779	4.132857	2.770602	4.800481	1.482364	1.172587	14.257153	2.16426	2.294591	1.725748	3.415254	4.039426	2.768836	1.387216	5.085268	1.83176	8.026519	4.564448	1.71615	3.072157	31.271255	3.318221	4.221552	2.145036	4.262296	6.109869	2.702311	5.773311	2.614479	0.584227	0.351587	0.431388	8.938531	1.386812	0.969606	1.747266	1.793571	4.159341	7.437712	1.290682	3.159356	1.214041	1.979546	1.97643	1.595385	3.02452	3.170031	1.417821	7.633351	1.41206
hsa-miR-99b-5p	11457.104625	18331.505375	43790.462797	28865.19985	27377.214196	32594.098894	27532.704304	35190.005822	26953.590311	66919.869409	29745.102123	30242.271814	31183.649238	18815.137931	12629.564875	48408.236171	47320.092041	3809.536381	38110.751821	37952.587016	53843.140422	32526.716478	51106.442612	20860.675104	25361.737288	25193.306066	22867.27323	19181.922458	19967.624364	22743.465109	28504.596959	17905.86708	42422.497946	21088.731855	21778.413286	30636.319889	27139.910544	19303.286636	95216.927268	27581.580432	34894.165067	21693.887897	8532.506188	30983.35466	43833.159691	29326.232603	32548.578138	21505.976933	46186.383313	31220.093927	22825.555728	39201.305211	32122.12727	59981.92553	36797.127204	21991.453086	15769.579871	12977.849281	20838.035894	55623.73399	17893.69615	36162.569264	14727.534571	32249.104064	47179.388541	19441.104919	14200.932724	45667.972639	27165.003122	18159.764567	55926.670605	28287.307609	22302.01638	27580.642635	17729.253102	37716.75914	21009.780511	28851.476595	52637.630351	42233.729563	42538.196003	32534.56667	24503.940169	17600.095067	13812.623027	47877.813852	57744.059768	20869.16838	16907.711733	41059.617697	24425.964643	42767.460881	19925.123217	40118.87865	23724.589107	16878.808153	24434.840098	22879.426595	31505.414393	35430.027028	26268.441717	30001.104289	39706.269009
hsa-miR-296-5p	1.034097	1.921643	0.686683	4.471297	17.487617	6.201938	3.419115	18.40536	8.543709	7.59659	3.157542	7.792026	3.741364	4.262605	1.281045	8.937652	8.19693	3.000107	6.066821	14.373863	5.500688	10.209434	5.105284	6.047949	5.582904	6.608754	12.002335	1.088274	19.133685	3.358043	14.629298	8.730822	1.524974	5.534283	18.422303	9.09699	11.536957	8.481742	14.747355	4.239841	11.344224	7.936218	3.206002	6.048041	8.387614	9.483937	8.45967	10.860664	6.626861	16.362509	5.471787	8.665709	11.249977	7.810169	16.990636	2.374801	9.970231	14.576579	8.501254	14.257153	22.0484	7.236786	9.77924	5.69209	14.954475	4.430137	1.783564	12.05397	15.340991	7.554372	25.104469	4.290376	12.90306	7.943502	5.530369	21.811355	6.43511	11.188526	18.88505	22.29406	4.441008	2.614478	6.426495	2.109522	5.608048	5.72066	9.707681	8.403257	10.483597	19.729279	12.940174	20.76361	15.488186	11.452663	4.653824	6.33455	7.905717	9.040518	2.26839	9.510093	3.780856	7.124461	8.472359
hsa-miR-130b-3p	2.068194	0.960821	18.540441	1.490432	6.295542	1.45928	3.039213	3.47271	3.883504	4.304734	3.157542	2.479281	2.494243	2.841736	3.330717	7.022441	4.29363	3.600128	4.718638	1.597096	3.826566	6.448063	3.403522	2.591978	2.791452	2.202918	8.472237	3.264823	13.718491	0.559674	4.349251	2.095397	3.049949	1.383571	2.167329	2.934514	2.494477	9.252809	4.634883	8.322652	4.893587	2.334182	4.809003	1.890013	2.287531	10.748463	5.438359	4.344266	2.840083	8.712506	2.735893	2.757271	3.437493	8.677965	8.265715	1.979001	3.692678	2.223546	3.810906	11.515393	2.299527	2.118084	2.876247	2.276836	3.867537	3.322603	4.359823	3.766866	4.35043	10.387261	4.564448	3.432301	2.457726	14.680397	3.318221	7.035921	0.429007	9.590164	7.220754	4.729043	5.77331	3.268098	1.168453	1.054761	3.451107	7.329597	2.080218	1.292809	4.368165	5.380712	2.310745	8.67733	0.860455	2.961896	2.731593	4.355004	2.964644	0.531795	6.049039	4.226708	4.72607	3.05334	3.388943
hsa-miR-30e-5p	1853.791103	5112.048552	7855.653735	4556.251147	5296.649442	4361.056359	7601.166372	6196.00805	5272.763094	4011.50529	1759.277384	3248.920895	3576.120865	6506.155911	3746.799953	2002.033953	10781.694306	7479.867778	5396.436352	5560.28917	4478.996211	6083.210107	8290.12987	6359.851286	5289.801569	2199.980905	3404.427167	5647.055237	3372.94367	4102.409118	3302.267815	2747.764124	4229.135018	4402.176359	4603.950285	10402.849996	4314.509908	9455.984969	1621.787658	3735.928238	3379.466512	3885.012588	7850.963673	8108.154086	9786.057395	3591.883392	4289.354532	4398.258697	5939.087784	5023.290545	2851.04928	5422.764504	3164.369064	6073.187531	4563.133989	3404.277888	9440.699659	5707.842375	4395.440748	12358.209871	8503.242398	3598.094362	6482.485237	3681.643694	12090.692182	2216.730079	1772.267842	3757.448506	9997.288995	7342.849008	12623.744109	3084.780406	10852.394531	9214.361532	5458.473023	5953.796511	4673.177855	5953.893686	3980.857225	7811.703031	6675.279262	2706.638555	3186.08184	2163.666574	3081.83825	6524.05538	6418.163903	2605.979628	3066.452025	3606.272956	6482.564963	8231.377291	2972.441351	3764.964486	4745.686714	5222.837639	3375.987969	3839.561629	4265.076979	5243.935647	3839.459187	3889.44669	6895.087077
hsa-miR-30e-3p	9688.454171	9533.266749	7248.625947	8394.610794	12357.449692	9514.136589	6939.282794	9297.832058	9406.106062	9458.512625	8901.638342	9247.01043	9973.542316	10386.191999	8346.263349	6491.288663	10449.913837	14230.709455	10252.925727	6568.855194	6031.147294	6603.353855	4667.931078	11574.480069	9332.754571	8211.010184	10618.536831	10852.815255	11001.146579	13117.075369	8089.607224	8221.989166	6272.600597	10672.865065	14005.285031	11766.811824	7370.24432	11779.596554	3437.819043	3489.860417	9867.695212	9359.603151	32127.075219	16609.808793	10447.408011	7476.504334	6425.421063	10564.943826	6477.756937	9054.630489	11179.107731	8982.401521	8643.73379	7234.993583	10658.639736	9519.78744	11812.506512	12429.127562	12787.935963	9404.237446	16093.70813	10040.068846	15888.387816	9437.484915	9892.900186	8731.247365	9648.287168	8121.362387	12900.170902	11124.284045	11057.377403	9660.639835	9511.398008	9824.100707	9698.052981	7152.717482	11863.771267	8551.229863	5175.058851	7866.424811	10836.503843	6783.917299	13955.137793	10033.590625	9138.961825	7488.701701	8750.087542	10989.522426	9077.338656	10621.52608	11115.609359	9102.829153	10806.882952	4161.661064	11672.297117	9710.471408	8315.825468	11864.88359	5973.678611	8562.253598	8658.160057	6212.529787	10224.441228
hsa-miR-361-5p	173.038887	147.966447	175.104169	207.170072	202.156854	200.650913	274.193985	220.864316	254.240074	182.824571	226.816798	282.638054	214.504896	150.256821	165.767204	275.790393	164.719246	216.007732	199.53097	175.680542	184.392678	240.190347	353.966339	154.654718	192.610189	212.948752	204.745724	123.51913	218.773827	206.51964	203.228646	200.808894	184.903137	210.302759	166.34256	156.116112	210.783314	192.381313	395.229104	428.223961	217.319739	162.459071	175.795758	289.549934	170.80231	194.420725	236.568612	224.970901	186.498811	215.05013	216.135553	150.468225	206.874612	226.842023	208.938911	206.607727	170.970975	174.177764	189.079584	175.472652	153.662464	194.510669	331.631265	249.313533	173.867246	220.953111	199.75914	218.289865	199.432886	236.546256	158.994969	209.79939	146.234672	154.646909	174.206586	199.820161	163.02282	184.34427	224.954259	179.028047	184.301835	195.432245	165.920463	186.692712	164.790344	200.401877	185.139343	175.17561	240.540301	225.392061	225.528743	243.275147	206.078941	391.167703	357.029257	176.575619	190.478355	138.266761	196.593787	242.331255	229.686998	134.346975	166.058212
hsa-miR-362-5p	5.515184	3.362874	11.673611	8.445783	1.39901	13.133516	4.463844	6.250877	15.275117	16.712497	5.788827	20.188432	13.406555	7.814775	5.636598	7.660844	2.34198	1.800064	19.548644	8.784028	12.914662	14.508144	0.850881	5.183957	8.374356	22.763487	9.884276	2.720685	12.274439	7.835434	11.466206	8.730822	10.674822	7.263748	5.960156	5.575575	24.009343	6.554072	4.21353	9.107806	16.237811	10.737238	11.221005	1.890013	5.591742	19.600137	9.970325	8.998837	17.987194	9.243755	3.482047	7.090126	10.31248	24.992541	10.561747	9.895004	5.539018	4.20003	4.983493	9.870336	2.705325	11.64946	3.451497	15.937852	7.649128	15.505481	8.719646	12.619	2.97661	17.941631	6.085931	13.300166	2.457726	21.920043	5.530369	17.589803	5.148088	8.524591	11.108853	18.916171	7.105613	3.268098	4.089588	13.360307	6.902214	16.446899	11.787899	7.110448	11.066018	2.391428	6.470087	9.29714	5.162729	8.293308	7.688927	5.146823	8.646879	1.06359	16.634858	14.793478	7.561712	8.65113	3.388943
hsa-miR-363-3p	5.170485	6.245338	33.647468	1.987243	7.694552	2.918559	4.368868	6.250878	3.365704	25.828402	4.210056	3.896013	2.494243	3.907387	3.843135	5.745633	2.73231	16.20058	62.690476	4.791288	22.481078	119.826507	0.850881	1.295989	4.187178	5.874448	68.483914	6.529645	19.494698	4.47739	60.889516	3.841562	18.680936	2.421249	10.294815	6.74938	13.407815	11.180476	2.528118	9.421869	17.794862	6.535709	18.968843	5.670038	0.76251	67.65209	89.430791	3.103048	8.993596	10.943756	7.461528	24.02765	59.687388	52.588472	26.63397	2.374802	10.339499	39.776766	9.087548	10.96704	55.459163	7.942814	4.889619	3.415254	4.555098	3.876371	22.393634	16.574208	4.5794	81.209493	28.908175	1.287114	15.360784	344.084344	8.295552	4.221552	7.722133	3.196722	59.987805	6.0802	7.993815	5.228958	3.50536	3.867457	9.490543	29.675924	2.080218	8.403256	2.91211	3.587142	3.235043	13.945708	7.744093	2.566976	2.630423	4.355004	7.41161	18.081037	14.366469	19.724638	2.363035	67.173486	4.801004
hsa-miR-365a-3p	186.826847	44.197771	77.59518	443.651977	179.073198	433.405971	170.195921	152.799212	202.201118	387.679244	137.353095	522.774145	154.643063	55.413863	74.044392	248.977437	57.378506	111.603995	690.943386	246.751309	378.351772	484.679403	39.99139	48.383598	116.3105	121.160496	401.725229	76.723337	242.961692	180.214971	642.898401	236.779878	145.253804	160.840105	230.278788	77.764604	429.050056	84.817413	138.203781	110.078841	800.991175	314.647739	282.395312	89.964602	62.525845	488.106668	584.925715	139.637111	370.157539	315.77519	209.17146	280.453863	640.623796	568.580313	698.452931	188.400915	67.576002	405.920659	93.806925	87.187974	179.633582	119.848225	121.665243	418.93781	56.466031	380.438063	232.457807	773.902551	88.153457	272.429517	185.62092	75.510619	70.045179	173.248782	130.516682	460.149247	103.390788	151.311482	1456.925983	329.006259	75.497138	339.882166	213.242847	266.854555	229.498594	428.15566	180.978909	162.570724	421.091133	228.381343	135.409676	187.182406	715.468222	448.628485	251.205339	78.78598	125.750302	325.990481	226.838982	830.900335	423.92847	476.82998	76.533631
hsa-miR-302b-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-302c-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-302d-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-376c-3p	9.651572	3.362875	1.373366	1.987243	9.093562	2.55374	2.564336	6.598148	5.695807	2.785416	1.578771	6.375294	4.988485	20.60259	6.917642	3.192019	14.442209	17.400621	7.077959	5.589836	2.630763	14.508144	6.807045	11.663901	19.540164	1.468612	9.178258	11.42688	11.913427	3.917717	7.116955	6.286192	3.049949	4.842498	9.752983	4.40177	8.730672	16.192415	1.264059	12.091398	14.235891	4.201528	9.885172	13.608092	2.541701	26.871157	5.438359	35.374736	0.473347	14.131257	7.461527	0.787792	11.562478	7.810169	17.909049	4.353802	12.924372	12.600094	10.846427	26.320897	10.550768	7.413293	9.491614	12.522598	15.556091	4.430137	9.51234	5.461956	14.425111	19.358076	22.061501	9.00979	18.740159	7.943503	9.401626	7.035921	9.86717	18.114755	3.332656	11.484819	7.993815	1.960859	7.59495	3.164283	6.039436	4.826808	4.853841	7.110448	6.989064	10.761425	5.545789	37.18856	7.744094	7.503469	15.276683	17.420014	8.646878	5.317952	5.796996	11.271222	3.308249	3.05334	17.509539
hsa-miR-369-3p	6.89398	5.284517	4.806781	0.993622	1.399009	5.107478	5.698523	3.472709	2.330102	1.012879	4.736313	1.416732	5.923826	13.498248	9.99215	1.276807	9.75825	19.200686	3.370456	2.395644	2.391603	6.985402	5.956165	15.551871	17.679196	2.202918	4.942139	11.971016	4.332155	1.679022	3.953863	4.88926	3.431194	3.458927	7.043822	6.162478	4.053526	7.325141	2.949471	7.223432	5.560895	0.933673	7.747838	6.04804	5.083402	18.967875	3.323441	18.618283	3.313431	13.175008	4.476916	3.151167	9.374982	5.553898	6.888096	0.7916	5.16975	6.670638	4.983494	52.641794	7.845442	1.941577	3.163871	2.276836	13.579351	5.537672	5.152517	4.331896	5.49528	5.665778	18.257794	8.151715	7.680394	4.62533	2.765185	3.51796	4.71908	16.516394	3.332656	9.458087	7.105614	1.96086	2.044793	1.406348	3.019718	3.575414	2.773623	1.616011	1.164844	4.184999	3.697192	24.792372	3.872047	10.267906	7.992437	14.648649	6.423396	2.658976	6.049039	2.817805	2.363035	1.01778	16.944716
hsa-miR-370-3p	6.549281	6.245338	6.86683	3.974486	5.596037	6.931577	7.882957	2.083626	1.812302	5.570833	3.157542	4.250196	7.794509	17.760853	6.149016	7.022441	19.126168	6.000214	4.381592	10.381123	7.413972	19.34419	51.052838	19.439837	28.379762	3.67153	3.530099	9.25033	5.054181	4.47739	7.51234	4.88926	3.812435	7.263747	5.418325	5.575576	11.848767	4.626405	24.017121	16.802333	7.562816	4.668363	8.282171	4.158029	4.829232	16.754956	5.740489	16.446149	8.046903	10.093755	5.969221	9.059605	13.437475	10.06644	5.05127	3.958003	6.64682	4.694154	6.156079	113.508871	5.545918	7.236785	5.177245	10.245762	19.337682	7.198973	8.125123	10.170536	5.26631	6.137926	31.951142	12.442091	6.45153	5.128083	4.424294	12.664658	1.716029	14.385247	7.220755	21.618481	20.872738	5.882576	3.213247	3.51587	3.451107	7.508368	11.094492	5.171235	3.203321	6.576426	6.007937	35.019225	3.011592	25.669764	3.743294	21.37911	10.623307	3.722566	9.577647	6.692288	1.890428	4.58001	47.727616
hsa-miR-371a-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.222436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.459206	NA	NA	NA	NA	NA	NA	0.176507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-372-3p	NA	NA	0.686683	0.496811	NA	2.553739	0.094975	NA	NA	1.012879	NA	NA	4.364925	0.710434	NA	0.638404	0.39033	NA	NA	NA	0.717481	NA	NA	NA	NA	NA	0.70602	NA	0.722026	NA	NA	0.698466	0.381244	NA	NA	0.293451	NA	NA	0.842706	NA	0.222436	NA	0.534334	0.378003	0.25417	1.264525	0.604262	NA	NA	0.85	NA	0.787792	0.624998	3.124067	0.459206	0.3958	NA	NA	NA	0.548352	0.811598	0.353014	NA	NA	0.429726	NA	NA	0.188343	0.22897	NA	NA	NA	NA	0.201101	NA	1.407184	NA	3.196722	NA	0.675578	NA	NA	1.168454	0.351587	0.431388	NA	0.693406	0.323202	NA	0.597857	NA	0.61981	NA	NA	0.20234	NA	NA	0.531795	NA	1.056677	0.472607	0.50889	NA
hsa-miR-373-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-373-3p	NA	NA	NA	NA	NA	0.36482	NA	NA	NA	NA	NA	NA	0.935341	NA	NA	NA	0.39033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.790773	0.349233	NA	NA	NA	0.293451	0.623619	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604262	NA	NA	0.425	NA	NA	NA	0.520678	NA	0.7916	NA	NA	NA	0.548352	NA	0.529521	NA	NA	0.085945	NA	0.198174	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.429007	NA	NA	NA	NA	0.65362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531795	NA	NA	NA	0.50889	NA
hsa-miR-374a-5p	35.848694	22.098887	37.767566	28.815022	27.280683	30.280047	34.476071	28.128947	44.013048	26.334842	33.154195	35.06412	39.907888	27.351715	45.605196	21.067322	21.468149	94.803393	52.579108	16.769507	26.068484	42.449748	27.22818	33.695721	27.449278	33.778077	29.652829	28.295131	30.686098	38.617495	32.421689	51.33723	27.449538	30.784451	28.71712	25.236815	29.621916	47.420646	5.477589	61.085118	39.593565	26.142839	20.037509	63.126422	40.667216	45.522902	31.119497	58.957893	19.880583	33.043769	27.358931	35.450629	44.687415	39.745083	34.899686	45.121226	38.403847	49.16507	41.626824	44.964867	31.111237	25.063988	38.541709	23.906778	32.917033	43.193841	38.643881	29.193208	33.429622	53.352748	31.1904	39.900498	23.348393	79.636119	27.651839	33.068829	50.622876	37.82787	39.991869	27.69868	20.872738	15.686871	25.413873	43.596791	24.589134	26.636824	27.042825	30.704212	29.412312	23.914278	46.677055	45.246079	35.708877	23.695167	56.048231	34.444122	32.611081	44.139004	33.017673	29.939182	40.644201	17.811151	30.218077
hsa-miR-375-3p	2990.608331	7034.171119	9274.340851	2044.872938	2979.88994	5832.009952	3069.2251	2264.206507	1496.184716	2830.995401	733.076096	3218.461151	3973.017279	16231.644155	6981.950591	3009.434968	5164.455774	2388.085491	9.437276	1578.72924	23.19856	123.050536	4031.472372	4076.318214	12436.38397	295.191029	342.41957	17008.094585	6293.899171	2311.452884	1106.686734	3623.989364	201.677854	28648.908535	1141.640961	2506.954794	1370.715152	1453.076502	13200.567816	1173.02274	1148.213398	3723.954027	153.620912	12235.185612	5474.824069	36.671226	1300.674174	3438.486284	66.268613	4909.390475	1905.425154	2724.183869	736.873617	180.328128	425.684332	1572.910163	10472.433794	631.981163	3780.125947	2071.673997	5993.377095	3583.091271	1915.580428	4305.496737	9126.870149	673.934676	312.321829	1973.649267	2404.643145	41.549042	3932.272705	2680.197943	10454.242989	1577.74034	8183.838276	2806.628963	8543.253814	6940.615039	58.321475	1411.281471	697.682372	4081.854083	12553.285148	2873.520784	10684.626226	121.385257	1206.526057	3151.2218	5349.83762	3655.297222	3668.539294	1482.583824	1017.057657	2271.181701	4317.838392	12326.641144	1252.314894	5186.067177	1042.199106	272.622663	2519.94047	966.891103	4911.143326
